4.00000000e-03,2.76888386e-03,2.50765777e-03,-1.52186177e-02,8.89406602e-03
1.40301508e-02,-4.91192460e-03,3.78529384e-03,-5.31930725e-03,-7.68883858e-03
2.40603015e-02,1.61525569e-03,8.19517211e-03,5.75366963e-04,1.03305581e-02
3.40904523e-02,9.24612798e-03,7.03426711e-03,7.49219437e-04,1.51949870e-02
4.41206030e-02,-8.93947504e-03,-1.81941585e-02,-4.54898676e-03,5.68814859e-03
5.41507538e-02,-8.80328684e-03,-1.47312386e-02,5.77560385e-03,2.01560172e-02
6.41809045e-02,1.02910375e-02,-1.11611383e-03,-1.16029838e-02,-6.58913690e-03
7.42110553e-02,3.84885457e-03,-1.95450915e-03,-2.88523980e-03,-1.16038502e-02
8.42412060e-02,-6.37362523e-03,-2.60037867e-03,-8.42826622e-04,-1.73109764e-02
9.42713568e-02,6.06626549e-03,3.03651302e-02,2.48012899e-03,1.50158177e-02
1.04301508e-01,-1.78096832e-03,-2.55450394e-03,3.82086560e-03,6.12979119e-03
1.14331658e-01,8.72421227e-05,3.33357329e-03,-1.51569070e-02,-1.48096956e-03
1.24361809e-01,8.60547226e-03,2.09671903e-03,-1.98166050e-02,1.32861011e-03
1.34391960e-01,-1.20016587e-02,-5.49871007e-05,7.82460860e-03,-1.32976680e-02
1.44422111e-01,-9.64809751e-03,-8.62271342e-03,-1.97949140e-03,2.18285385e-02
1.54452261e-01,2.03845573e-03,3.35420187e-03,-1.29783932e-02,-1.92341736e-03
1.64482412e-01,-2.72698751e-03,-1.06872612e-02,1.00110795e-02,-2.69170854e-03
1.74512563e-01,1.00592288e-02,-4.09579006e-03,-4.15455784e-03,2.93841224e-03
1.84542714e-01,-2.78307082e-03,-5.46662562e-03,6.86471726e-03,1.54413041e-05
1.94572864e-01,-8.50451136e-03,1.15220272e-03,-3.69248827e-03,-2.95055123e-03
2.04603015e-01,1.95963987e-02,2.42288336e-02,1.69489712e-02,-1.33867256e-02
2.14633166e-01,2.04551732e-03,-1.70482629e-02,1.47141785e-02,-9.39023649e-04
2.24663317e-01,4.41039265e-03,8.83070277e-03,-4.44359836e-03,1.31298501e-02
2.34693467e-01,-1.09984193e-02,-1.39927411e-02,8.66737641e-03,7.87033751e-03
2.44723618e-01,-2.59486030e-03,-2.56675921e-03,6.28806793e-03,1.05989760e-02
2.54753769e-01,3.64091636e-03,1.29451505e-02,1.43424127e-02,-1.00557264e-02
2.64783920e-01,-9.22030723e-03,2.51992150e-03,-8.26238865e-03,-1.43250631e-02
2.74814070e-01,5.86969524e-03,-9.12935426e-03,8.86577563e-03,-5.06634046e-03
2.84844221e-01,-4.01645054e-03,-5.75747985e-03,1.30834384e-02,-2.54869517e-03
2.94874372e-01,-1.00654323e-03,7.93743583e-03,-1.47223078e-02,8.59340155e-03
3.04904523e-01,-4.15307537e-03,-6.40124535e-03,-8.72575707e-03,-1.84891596e-02
3.14934673e-01,2.03645977e-02,2.85455998e-03,-1.71580953e-02,1.45137467e-02
3.24964824e-01,1.70134371e-03,9.66826558e-04,5.67269473e-04,-1.60603492e-03
3.34994975e-01,-8.73579877e-03,-6.14698805e-03,1.03802286e-02,-3.58826234e-03
3.45025126e-01,1.00773597e-02,2.17033379e-02,1.81059319e-02,-8.80135612e-03
3.55055276e-01,-1.03440543e-02,6.53294180e-03,3.65250689e-03,-1.46703986e-02
3.65085427e-01,3.96461948e-03,-2.00963363e-02,1.89949597e-02,1.05793032e-02
3.75115578e-01,-1.77119032e-02,2.00808422e-03,-1.13123463e-02,3.45746206e-03
3.85145729e-01,-1.13922856e-02,-6.46351847e-03,-1.47703448e-02,-9.89084386e-03
3.95175879e-01,3.85819814e-03,8.70706066e-03,1.48767226e-03,-9.74561254e-03
4.05206030e-01,9.26916638e-03,-7.70105210e-03,5.67584197e-03,-3.73721423e-05
4.15236181e-01,3.58796598e-03,-8.72841225e-04,1.31791266e-03,2.00538840e-02
4.25266332e-01,7.02623588e-04,5.38011806e-03,-1.91989811e-02,7.49123469e-04
4.35296482e-01,-1.17175255e-03,9.04584973e-03,4.37310044e-04,-1.17559929e-02
