4.000000000000000083e-03,4.967252337965302571e-03,3.577873603487761577e-03,-1.594427658794366279e-02,7.569886166453521602e-03
1.403015075376884413e-02,-1.336786581449435872e-03,5.607845566984587943e-03,-5.993750229537397715e-03,-9.221653241776258531e-03
2.406030150753768818e-02,7.008073749273020445e-03,1.083054215161009630e-02,5.243699748368746281e-05,8.696059201056602697e-03
3.409045226130653222e-02,1.760407951977895416e-02,1.053854340869047126e-02,4.698059588448402291e-04,1.355637858804976774e-02
4.412060301507537974e-02,4.418366473262328592e-03,-1.377261768739732398e-02,-4.500654255834631891e-03,4.134349032252831319e-03
5.415075376884422031e-02,1.245583526453208564e-02,-9.358524716784968195e-03,6.228504310825833112e-03,1.876795812596856322e-02
6.418090452261306089e-02,4.305832591878393234e-02,5.220139917657935259e-03,-1.067616985310167535e-02,-7.737891985780093185e-03
7.421105527638191535e-02,5.218237428146985796e-02,5.335688987853541045e-03,-1.423622310765918679e-03,-1.244654698633031187e-02
8.424120603015075592e-02,6.172970718500139786e-02,5.626009464290643650e-03,1.203636833343097986e-03,-1.778720218454503746e-02
9.427135678391959650e-02,9.797473701243621103e-02,3.953358960694607072e-02,5.146618873024712791e-03,1.496044467012630844e-02
1.043015075376884371e-01,1.175184258374695478e-01,7.633001942455305139e-03,7.122457487245737254e-03,6.543663111330793453e-03
1.143316582914572915e-01,1.496957243927589110e-01,1.474344619271806059e-02,-1.123059878643289586e-02,-5.558231615711436112e-04
1.243618090452261321e-01,1.906351989368497701e-01,1.511087084082730729e-02,-1.530523089716010442e-02,2.799760548701735619e-03
1.343919597989949866e-01,2.036988851093303465e-01,1.516268445136954683e-02,1.285168939909640644e-02,-1.125468065912266918e-02
1.444221105527638271e-01,2.401263784723476347e-01,9.632665689430490452e-03,3.468592953211483646e-03,2.445805891371205867e-02
1.544522613065326677e-01,2.855163986115771824e-01,2.570954828487080276e-02,-7.219510900771504425e-03,1.293488256928270515e-03
1.644824120603015083e-01,3.134214827935842829e-01,1.702794560203763075e-02,1.597004702990072883e-02,1.096761675952761346e-03
1.745125628140703489e-01,3.573143251703632672e-01,3.038715997255110948e-02,1.912144302623131585e-03,7.263490405329386425e-03
1.845427135678391894e-01,3.736206288765674954e-01,3.727753939814767298e-02,1.298592046980234088e-02,4.821493106959782657e-03
1.945728643216080300e-01,3.948264146160136434e-01,5.366863140127568071e-02,2.489417953618481769e-03,2.260071646499944072e-03
2.046030150753768706e-01,4.474868876942899032e-01,8.797922609104633085e-02,2.327484083589452871e-02,-7.866937945238171651e-03
2.146331658291457389e-01,4.520807233839671535e-01,5.928807699822623289e-02,2.135739766817441182e-02,4.779336653008475766e-03
2.246633165829145795e-01,4.742078476108145257e-01,9.894530356790499914e-02,2.787754269418646173e-03,1.892682424439354888e-02
2.346934673366834201e-01,4.762715843582251973e-01,9.089540737925132230e-02,1.685598869167448735e-02,1.362411689047553220e-02
2.447236180904522607e-01,4.999936269833299418e-01,1.178691138970506674e-01,1.589617337654943702e-02,1.619460075074506331e-02
